date,source,destination,transfer_type,gb_transferred,cost
2026-03-29,service-4,service-5,VPC-peering,2184.84,21.85
2026-03-29,service-5,service-6,cross-AZ,1100.94,11.01
2026-03-29,service-6,service-7,cross-region,884.74,17.69
2026-03-29,service-7,service-8,internet-egress,1532.44,68.96
2026-03-29,service-8,service-9,VPC-peering,2062.33,20.62
2026-03-29,service-9,service-10,cross-AZ,1240.82,12.41
2026-03-29,service-10,service-11,cross-region,1870.46,37.41
2026-03-29,service-11,service-12,internet-egress,145.98,6.57
2026-03-29,service-12,service-1,VPC-peering,2322.02,23.22
2026-03-29,service-1,service-2,cross-AZ,1957.2,19.57
2026-03-29,service-2,service-3,cross-region,1046.06,20.92
2026-03-29,service-3,service-4,internet-egress,1021.63,45.97
2026-03-29,service-4,service-5,VPC-peering,346.93,3.47
2026-03-29,service-5,service-6,cross-AZ,2058.77,20.59
2026-03-29,service-6,service-7,cross-region,1944.71,38.89
2026-03-29,service-7,service-8,internet-egress,1612.6,72.57
2026-03-29,service-8,service-9,VPC-peering,343.5,3.43
2026-03-30,service-1,service-2,cross-AZ,729.62,7.3
2026-03-30,service-2,service-3,cross-region,1201.39,24.03
2026-03-30,service-3,service-4,internet-egress,738.33,33.22
2026-03-30,service-4,service-5,VPC-peering,1141.54,11.42
2026-03-30,service-5,service-6,cross-AZ,642.3,6.42
2026-03-30,service-6,service-7,cross-region,939.04,18.78
2026-03-30,service-7,service-8,internet-egress,1665.51,74.95
2026-03-30,service-8,service-9,VPC-peering,2241.67,22.42
2026-03-30,service-9,service-10,cross-AZ,1024.07,10.24
2026-03-30,service-10,service-11,cross-region,1760.58,35.21
2026-03-30,service-11,service-12,internet-egress,423.5,19.06
2026-03-30,service-12,service-1,VPC-peering,1397.96,13.98
2026-03-30,service-1,service-2,cross-AZ,2312.09,23.12
2026-03-30,service-2,service-3,cross-region,167.05,3.34
2026-03-30,service-3,service-4,internet-egress,742.14,33.4
2026-03-30,service-4,service-5,VPC-peering,417.98,4.18
2026-03-30,service-5,service-6,cross-AZ,1379.49,13.79
2026-03-30,service-6,service-7,cross-region,1731.14,34.62
2026-03-30,service-7,service-8,internet-egress,238.67,10.74
2026-03-30,service-8,service-9,VPC-peering,268.68,2.69
2026-03-31,service-1,service-2,cross-AZ,2187.11,21.87
2026-03-31,service-2,service-3,cross-region,1194.96,23.9
2026-03-31,service-3,service-4,internet-egress,1211.08,54.5
2026-03-31,service-4,service-5,VPC-peering,2366.99,23.67
2026-03-31,service-5,service-6,cross-AZ,868.5,8.69
2026-03-31,service-6,service-7,cross-region,2252.86,45.06
2026-03-31,service-7,service-8,internet-egress,2438.21,109.72
2026-03-31,service-8,service-9,VPC-peering,680.07,6.8
2026-03-31,service-9,service-10,cross-AZ,1333.69,13.34
2026-03-31,service-10,service-11,cross-region,1382.45,27.65
2026-03-31,service-11,service-12,internet-egress,2178.8,98.05
2026-03-31,service-12,service-1,VPC-peering,829.38,8.29
2026-03-31,service-1,service-2,cross-AZ,2015.3,20.15
2026-03-31,service-2,service-3,cross-region,2430.42,48.61
2026-03-31,service-3,service-4,internet-egress,2116.81,95.26
2026-03-31,service-4,service-5,VPC-peering,2281.94,22.82
2026-03-31,service-5,service-6,cross-AZ,1800.05,18.0
2026-03-31,service-6,service-7,cross-region,2269.49,45.39
2026-03-31,service-7,service-8,internet-egress,495.64,22.3
2026-03-31,service-8,service-9,VPC-peering,1809.67,18.1
2026-04-01,service-1,service-2,cross-AZ,1856.51,18.57
2026-04-01,service-2,service-3,cross-region,1154.03,23.08
2026-04-01,service-3,service-4,internet-egress,291.37,13.11
2026-04-01,service-4,service-5,VPC-peering,1593.86,15.94
2026-04-01,service-5,service-6,cross-AZ,224.51,2.25
2026-04-01,service-6,service-7,cross-region,1017.77,20.36
2026-04-01,service-7,service-8,internet-egress,1044.81,47.02
2026-04-01,service-8,service-9,VPC-peering,2497.41,24.97
2026-04-01,service-9,service-10,cross-AZ,819.52,8.2
2026-04-01,service-10,service-11,cross-region,2069.09,41.38
2026-04-01,service-11,service-12,internet-egress,227.61,10.24
2026-04-01,service-12,service-1,VPC-peering,1371.44,13.71
2026-04-01,service-1,service-2,cross-AZ,1388.06,13.88
2026-04-01,service-2,service-3,cross-region,1609.0,32.18
2026-04-01,service-3,service-4,internet-egress,2044.01,91.98
2026-04-01,service-4,service-5,VPC-peering,1928.62,19.29
2026-04-01,service-5,service-6,cross-AZ,1926.42,19.26
2026-04-01,service-6,service-7,cross-region,1137.51,22.75
2026-04-01,service-7,service-8,internet-egress,1845.93,83.07
2026-04-01,service-8,service-9,VPC-peering,1279.16,12.79
2026-04-02,service-1,service-2,cross-AZ,260.68,2.61
2026-04-02,service-2,service-3,cross-region,2236.44,44.73
2026-04-02,service-3,service-4,internet-egress,2236.39,100.64
2026-04-02,service-4,service-5,VPC-peering,874.91,8.75
2026-04-02,service-5,service-6,cross-AZ,2293.37,22.93
2026-04-02,service-6,service-7,cross-region,1919.16,38.38
2026-04-02,service-7,service-8,internet-egress,1061.92,47.79
2026-04-02,service-8,service-9,VPC-peering,895.61,8.96
2026-04-02,service-9,service-10,cross-AZ,2440.34,24.4
2026-04-02,service-10,service-11,cross-region,1810.3,36.21
2026-04-02,service-11,service-12,internet-egress,1009.14,45.41
2026-04-02,service-12,service-1,VPC-peering,1640.76,16.41
2026-04-02,service-1,service-2,cross-AZ,1471.66,14.72
2026-04-02,service-2,service-3,cross-region,1358.9,27.18
2026-04-02,service-3,service-4,internet-egress,1647.28,74.13
2026-04-02,service-4,service-5,VPC-peering,1390.3,13.9
2026-04-02,service-5,service-6,cross-AZ,1671.5,16.71
2026-04-02,service-6,service-7,cross-region,2278.16,45.56
2026-04-02,service-7,service-8,internet-egress,2483.84,111.77
2026-04-02,service-8,service-9,VPC-peering,1802.29,18.02
2026-04-03,service-1,service-2,cross-AZ,2326.77,23.27
2026-04-03,service-2,service-3,cross-region,2160.18,43.2
2026-04-03,service-3,service-4,internet-egress,808.09,36.36
2026-04-03,service-4,service-5,VPC-peering,2338.98,23.39
2026-04-03,service-5,service-6,cross-AZ,269.94,2.7
2026-04-03,service-6,service-7,cross-region,891.81,17.84
2026-04-03,service-7,service-8,internet-egress,1635.87,73.61
2026-04-03,service-8,service-9,VPC-peering,1364.6,13.65
2026-04-03,service-9,service-10,cross-AZ,1401.79,14.02
2026-04-03,service-10,service-11,cross-region,2007.73,40.15
2026-04-03,service-11,service-12,internet-egress,567.29,25.53
2026-04-03,service-12,service-1,VPC-peering,2456.98,24.57
2026-04-03,service-1,service-2,cross-AZ,1149.9,11.5
2026-04-03,service-2,service-3,cross-region,2379.62,47.59
2026-04-03,service-3,service-4,internet-egress,1019.48,45.88
2026-04-03,service-4,service-5,VPC-peering,1544.29,15.44
2026-04-03,service-5,service-6,cross-AZ,1180.75,11.81
2026-04-03,service-6,service-7,cross-region,1722.24,34.44
2026-04-03,service-7,service-8,internet-egress,540.7,24.33
2026-04-03,service-8,service-9,VPC-peering,1061.51,10.62
2026-04-04,service-1,service-2,cross-AZ,264.11,2.64
2026-04-04,service-2,service-3,cross-region,1535.44,30.71
2026-04-04,service-3,service-4,internet-egress,2410.44,108.47
2026-04-04,service-4,service-5,VPC-peering,210.18,2.1
2026-04-04,service-5,service-6,cross-AZ,1683.11,16.83
2026-04-04,service-6,service-7,cross-region,1960.24,39.2
2026-04-04,service-7,service-8,internet-egress,611.46,27.52
2026-04-04,service-8,service-9,VPC-peering,755.38,7.55
2026-04-04,service-9,service-10,cross-AZ,583.79,5.84
2026-04-04,service-10,service-11,cross-region,813.79,16.28
2026-04-04,service-11,service-12,internet-egress,364.2,16.39
2026-04-04,service-12,service-1,VPC-peering,988.83,9.89
2026-04-04,service-1,service-2,cross-AZ,985.43,9.85
2026-04-04,service-2,service-3,cross-region,2037.44,40.75
2026-04-04,service-3,service-4,internet-egress,2022.3,91.0
2026-04-04,service-4,service-5,VPC-peering,2012.14,20.12
2026-04-04,service-5,service-6,cross-AZ,1460.89,14.61
2026-04-04,service-6,service-7,cross-region,882.11,17.64
2026-04-04,service-7,service-8,internet-egress,1086.31,48.88
2026-04-04,service-8,service-9,VPC-peering,862.58,8.63
2026-04-05,service-1,service-2,cross-AZ,1496.63,14.97
2026-04-05,service-2,service-3,cross-region,2351.15,47.02
2026-04-05,service-3,service-4,internet-egress,782.79,35.23
2026-04-05,service-4,service-5,VPC-peering,1201.24,12.01
2026-04-05,service-5,service-6,cross-AZ,1672.28,16.72
2026-04-05,service-6,service-7,cross-region,2127.27,42.55
2026-04-05,service-7,service-8,internet-egress,708.0,31.86
2026-04-05,service-8,service-9,VPC-peering,772.7,7.73
2026-04-05,service-9,service-10,cross-AZ,2224.4,22.24
2026-04-05,service-10,service-11,cross-region,292.62,5.85
2026-04-05,service-11,service-12,internet-egress,1553.07,69.89
2026-04-05,service-12,service-1,VPC-peering,2165.09,21.65
2026-04-05,service-1,service-2,cross-AZ,2312.18,23.12
2026-04-05,service-2,service-3,cross-region,130.45,2.61
2026-04-05,service-3,service-4,internet-egress,987.2,44.42
2026-04-05,service-4,service-5,VPC-peering,717.44,7.17
2026-04-05,service-5,service-6,cross-AZ,1463.28,14.63
2026-04-05,service-6,service-7,cross-region,1618.87,32.38
2026-04-05,service-7,service-8,internet-egress,2499.46,112.48
2026-04-05,service-8,service-9,VPC-peering,1330.63,13.31
2026-04-06,service-1,service-2,cross-AZ,1423.52,14.24
2026-04-06,service-2,service-3,cross-region,1094.35,21.89
2026-04-06,service-3,service-4,internet-egress,454.43,20.45
2026-04-06,service-4,service-5,VPC-peering,827.98,8.28
2026-04-06,service-5,service-6,cross-AZ,692.76,6.93
2026-04-06,service-6,service-7,cross-region,2022.93,40.46
2026-04-06,service-7,service-8,internet-egress,1409.96,63.45
2026-04-06,service-8,service-9,VPC-peering,810.86,8.11
2026-04-06,service-9,service-10,cross-AZ,1273.82,12.74
2026-04-06,service-10,service-11,cross-region,625.28,12.51
2026-04-06,service-11,service-12,internet-egress,544.31,24.49
2026-04-06,service-12,service-1,VPC-peering,2163.86,21.64
2026-04-06,service-1,service-2,cross-AZ,2367.55,23.68
2026-04-06,service-2,service-3,cross-region,292.04,5.84
2026-04-06,service-3,service-4,internet-egress,1935.72,87.11
2026-04-06,service-4,service-5,VPC-peering,1187.95,11.88
2026-04-06,service-5,service-6,cross-AZ,1033.53,10.34
2026-04-06,service-6,service-7,cross-region,1754.59,35.09
2026-04-06,service-7,service-8,internet-egress,739.01,33.26
2026-04-06,service-8,service-9,VPC-peering,149.39,1.49
2026-04-07,service-1,service-2,cross-AZ,613.61,6.14
2026-04-07,service-2,service-3,cross-region,543.82,10.88
2026-04-07,service-3,service-4,internet-egress,181.72,8.18
2026-04-07,service-4,service-5,VPC-peering,871.16,8.71
2026-04-07,service-5,service-6,cross-AZ,1238.84,12.39
2026-04-07,service-6,service-7,cross-region,1865.99,37.32
2026-04-07,service-7,service-8,internet-egress,881.59,39.67
2026-04-07,service-8,service-9,VPC-peering,566.9,5.67
2026-04-07,service-9,service-10,cross-AZ,653.49,6.53
2026-04-07,service-10,service-11,cross-region,2238.82,44.78
2026-04-07,service-11,service-12,internet-egress,591.33,26.61
2026-04-07,service-12,service-1,VPC-peering,2210.18,22.1
2026-04-07,service-1,service-2,cross-AZ,1173.04,11.73
2026-04-07,service-2,service-3,cross-region,2342.56,46.85
2026-04-07,service-3,service-4,internet-egress,1079.42,48.57
2026-04-07,service-4,service-5,VPC-peering,526.44,5.26
2026-04-07,service-5,service-6,cross-AZ,1417.67,14.18
2026-04-07,service-6,service-7,cross-region,1510.5,30.21
2026-04-07,service-7,service-8,internet-egress,1625.17,73.13
2026-04-07,service-8,service-9,VPC-peering,1087.59,10.88
2026-04-08,service-1,service-2,cross-AZ,216.64,2.17
2026-04-08,service-2,service-3,cross-region,1604.13,32.08
2026-04-08,service-3,service-4,internet-egress,2339.27,105.27
2026-04-08,service-4,service-5,VPC-peering,2398.14,23.98
2026-04-08,service-5,service-6,cross-AZ,1532.52,15.33
2026-04-08,service-6,service-7,cross-region,147.73,2.95
2026-04-08,service-7,service-8,internet-egress,354.49,15.95
2026-04-08,service-8,service-9,VPC-peering,2101.58,21.02
2026-04-08,service-9,service-10,cross-AZ,2091.39,20.91
2026-04-08,service-10,service-11,cross-region,2370.44,47.41
2026-04-08,service-11,service-12,internet-egress,1453.06,65.39
2026-04-08,service-12,service-1,VPC-peering,2173.16,21.73
2026-04-08,service-1,service-2,cross-AZ,2079.73,20.8
2026-04-08,service-2,service-3,cross-region,1514.61,30.29
2026-04-08,service-3,service-4,internet-egress,1980.73,89.13
2026-04-08,service-4,service-5,VPC-peering,401.71,4.02
2026-04-08,service-5,service-6,cross-AZ,1634.09,16.34
2026-04-08,service-6,service-7,cross-region,2388.28,47.77
2026-04-08,service-7,service-8,internet-egress,488.7,21.99
2026-04-08,service-8,service-9,VPC-peering,1885.7,18.86
2026-04-09,service-1,service-2,cross-AZ,869.89,8.7
2026-04-09,service-2,service-3,cross-region,2061.05,41.22
2026-04-09,service-3,service-4,internet-egress,1773.31,79.8
2026-04-09,service-4,service-5,VPC-peering,2322.82,23.23
2026-04-09,service-5,service-6,cross-AZ,1808.65,18.09
2026-04-09,service-6,service-7,cross-region,1084.75,21.69
2026-04-09,service-7,service-8,internet-egress,126.14,5.68
2026-04-09,service-8,service-9,VPC-peering,2003.0,20.03
2026-04-09,service-9,service-10,cross-AZ,1080.32,10.8
2026-04-09,service-10,service-11,cross-region,1709.52,34.19
2026-04-09,service-11,service-12,internet-egress,352.16,15.85
2026-04-09,service-12,service-1,VPC-peering,2238.32,22.38
2026-04-09,service-1,service-2,cross-AZ,1145.58,11.46
2026-04-09,service-2,service-3,cross-region,2307.26,46.15
2026-04-09,service-3,service-4,internet-egress,1796.84,80.86
2026-04-09,service-4,service-5,VPC-peering,391.51,3.92
2026-04-09,service-5,service-6,cross-AZ,1490.07,14.9
2026-04-09,service-6,service-7,cross-region,2283.84,45.68
2026-04-09,service-7,service-8,internet-egress,2019.93,90.9
2026-04-09,service-8,service-9,VPC-peering,1103.15,11.03
2026-04-10,service-1,service-2,cross-AZ,2392.15,23.92
2026-04-10,service-2,service-3,cross-region,744.58,14.89
2026-04-10,service-3,service-4,internet-egress,1000.26,45.01
2026-04-10,service-4,service-5,VPC-peering,1899.31,18.99
2026-04-10,service-5,service-6,cross-AZ,658.97,6.59
2026-04-10,service-6,service-7,cross-region,1336.9,26.74
2026-04-10,service-7,service-8,internet-egress,1849.09,83.21
2026-04-10,service-8,service-9,VPC-peering,1645.52,16.46
2026-04-10,service-9,service-10,cross-AZ,472.89,4.73
2026-04-10,service-10,service-11,cross-region,1611.18,32.22
2026-04-10,service-11,service-12,internet-egress,1474.51,66.35
2026-04-10,service-12,service-1,VPC-peering,1438.83,14.39
2026-04-10,service-1,service-2,cross-AZ,2082.51,20.83
2026-04-10,service-2,service-3,cross-region,541.35,10.83
2026-04-10,service-3,service-4,internet-egress,1903.76,85.67
2026-04-10,service-4,service-5,VPC-peering,1926.22,19.26
2026-04-10,service-5,service-6,cross-AZ,1834.35,18.34
2026-04-10,service-6,service-7,cross-region,1314.32,26.29
2026-04-10,service-7,service-8,internet-egress,1049.29,47.22
2026-04-10,service-8,service-9,VPC-peering,1047.23,10.47
2026-04-11,service-1,service-2,cross-AZ,1861.14,18.61
2026-04-11,service-2,service-3,cross-region,1294.95,25.9
2026-04-11,service-3,service-4,internet-egress,912.24,41.05
2026-04-11,service-4,service-5,VPC-peering,1601.13,16.01
2026-04-11,service-5,service-6,cross-AZ,2108.83,21.09
2026-04-11,service-6,service-7,cross-region,247.62,4.95
2026-04-11,service-7,service-8,internet-egress,2433.13,109.49
2026-04-11,service-8,service-9,VPC-peering,331.96,3.32
2026-04-11,service-9,service-10,cross-AZ,1328.17,13.28
2026-04-11,service-10,service-11,cross-region,1444.5,28.89
2026-04-11,service-11,service-12,internet-egress,431.71,19.43
2026-04-11,service-12,service-1,VPC-peering,2297.43,22.97
2026-04-11,service-1,service-2,cross-AZ,1231.52,12.32
2026-04-11,service-2,service-3,cross-region,443.49,8.87
2026-04-11,service-3,service-4,internet-egress,1807.87,81.35
2026-04-11,service-4,service-5,VPC-peering,1692.17,16.92
2026-04-11,service-5,service-6,cross-AZ,2410.88,24.11
2026-04-11,service-6,service-7,cross-region,1159.64,23.19
2026-04-11,service-7,service-8,internet-egress,742.71,33.42
2026-04-11,service-8,service-9,VPC-peering,243.99,2.44
2026-04-12,service-1,service-2,cross-AZ,1859.49,18.59
2026-04-12,service-2,service-3,cross-region,1581.47,31.63
2026-04-12,service-3,service-4,internet-egress,2434.27,109.54
2026-04-12,service-4,service-5,VPC-peering,1809.2,18.09
2026-04-12,service-5,service-6,cross-AZ,2339.59,23.4
2026-04-12,service-6,service-7,cross-region,2479.79,49.6
2026-04-12,service-7,service-8,internet-egress,1128.23,50.77
2026-04-12,service-8,service-9,VPC-peering,460.71,4.61
2026-04-12,service-9,service-10,cross-AZ,570.04,5.7
2026-04-12,service-10,service-11,cross-region,864.1,17.28
2026-04-12,service-11,service-12,internet-egress,1321.35,59.46
2026-04-12,service-12,service-1,VPC-peering,393.81,3.94
2026-04-12,service-1,service-2,cross-AZ,824.12,8.24
2026-04-12,service-2,service-3,cross-region,838.71,16.77
2026-04-12,service-3,service-4,internet-egress,109.81,4.94
2026-04-12,service-4,service-5,VPC-peering,950.0,9.5
2026-04-12,service-5,service-6,cross-AZ,378.77,3.79
2026-04-12,service-6,service-7,cross-region,1131.31,22.63
2026-04-12,service-7,service-8,internet-egress,571.69,25.73
2026-04-12,service-8,service-9,VPC-peering,2073.07,20.73
2026-04-13,service-1,service-2,cross-AZ,293.26,2.93
2026-04-13,service-2,service-3,cross-region,2177.59,43.55
2026-04-13,service-3,service-4,internet-egress,1493.26,67.2
2026-04-13,service-4,service-5,VPC-peering,1200.74,12.01
2026-04-13,service-5,service-6,cross-AZ,1419.38,14.19
2026-04-13,service-6,service-7,cross-region,1002.66,20.05
2026-04-13,service-7,service-8,internet-egress,406.27,18.28
2026-04-13,service-8,service-9,VPC-peering,1938.11,19.38
2026-04-13,service-9,service-10,cross-AZ,2326.99,23.27
2026-04-13,service-10,service-11,cross-region,2380.16,47.6
2026-04-13,service-11,service-12,internet-egress,1709.71,76.94
2026-04-13,service-12,service-1,VPC-peering,1084.83,10.85
2026-04-13,service-1,service-2,cross-AZ,1248.06,12.48
2026-04-13,service-2,service-3,cross-region,1676.72,33.53
2026-04-13,service-3,service-4,internet-egress,2075.37,93.39
2026-04-13,service-4,service-5,VPC-peering,998.96,9.99
2026-04-13,service-5,service-6,cross-AZ,2300.27,23.0
2026-04-13,service-6,service-7,cross-region,878.25,17.57
2026-04-13,service-7,service-8,internet-egress,1374.06,61.83
2026-04-13,service-8,service-9,VPC-peering,2407.27,24.07
2026-04-14,service-1,service-2,cross-AZ,2351.68,23.52
2026-04-14,service-2,service-3,cross-region,1769.79,35.4
2026-04-14,service-3,service-4,internet-egress,878.94,39.55
2026-04-14,service-4,service-5,VPC-peering,625.68,6.26
2026-04-14,service-5,service-6,cross-AZ,292.34,2.92
2026-04-14,service-6,service-7,cross-region,1800.77,36.02
2026-04-14,service-7,service-8,internet-egress,1308.28,58.87
2026-04-14,service-8,service-9,VPC-peering,1473.49,14.73
2026-04-14,service-9,service-10,cross-AZ,1233.74,12.34
2026-04-14,service-10,service-11,cross-region,1259.07,25.18
2026-04-14,service-11,service-12,internet-egress,1471.06,66.2
2026-04-14,service-12,service-1,VPC-peering,2294.23,22.94
2026-04-14,service-1,service-2,cross-AZ,170.48,1.7
2026-04-14,service-2,service-3,cross-region,2023.93,40.48
2026-04-14,service-3,service-4,internet-egress,1037.24,46.68
2026-04-14,service-4,service-5,VPC-peering,1887.82,18.88
2026-04-14,service-5,service-6,cross-AZ,2376.46,23.76
2026-04-14,service-6,service-7,cross-region,835.09,16.7
2026-04-14,service-7,service-8,internet-egress,314.93,14.17
2026-04-14,service-8,service-9,VPC-peering,657.52,6.58
2026-04-15,service-1,service-2,cross-AZ,633.02,6.33
2026-04-15,service-2,service-3,cross-region,1880.44,37.61
2026-04-15,service-3,service-4,internet-egress,248.46,11.18
2026-04-15,service-4,service-5,VPC-peering,222.24,2.22
2026-04-15,service-5,service-6,cross-AZ,1764.66,17.65
2026-04-15,service-6,service-7,cross-region,1436.13,28.72
2026-04-15,service-7,service-8,internet-egress,1102.64,49.62
2026-04-15,service-8,service-9,VPC-peering,1480.88,14.81
2026-04-15,service-9,service-10,cross-AZ,1864.59,18.65
2026-04-15,service-10,service-11,cross-region,348.33,6.97
2026-04-15,service-11,service-12,internet-egress,1427.89,64.25
2026-04-15,service-12,service-1,VPC-peering,2078.6,20.79
2026-04-15,service-1,service-2,cross-AZ,969.83,9.7
2026-04-15,service-2,service-3,cross-region,1931.24,38.62
2026-04-15,service-3,service-4,internet-egress,2129.01,95.81
2026-04-15,service-4,service-5,VPC-peering,2070.23,20.7
2026-04-15,service-5,service-6,cross-AZ,1660.86,16.61
2026-04-15,service-6,service-7,cross-region,1821.63,36.43
2026-04-15,service-7,service-8,internet-egress,1990.42,89.57
2026-04-15,service-8,service-9,VPC-peering,1860.9,18.61
2026-04-16,service-1,service-2,cross-AZ,1184.03,11.84
2026-04-16,service-2,service-3,cross-region,481.89,9.64
2026-04-16,service-3,service-4,internet-egress,843.35,37.95
2026-04-16,service-4,service-5,VPC-peering,597.39,5.97
2026-04-16,service-5,service-6,cross-AZ,967.47,9.67
2026-04-16,service-6,service-7,cross-region,1274.39,25.49
2026-04-16,service-7,service-8,internet-egress,2401.71,108.08
2026-04-16,service-8,service-9,VPC-peering,2402.71,24.03
2026-04-16,service-9,service-10,cross-AZ,1947.01,19.47
2026-04-16,service-10,service-11,cross-region,2452.34,49.05
2026-04-16,service-11,service-12,internet-egress,2495.24,112.29
2026-04-16,service-12,service-1,VPC-peering,2224.62,22.25
2026-04-16,service-1,service-2,cross-AZ,290.81,2.91
2026-04-16,service-2,service-3,cross-region,1122.51,22.45
2026-04-16,service-3,service-4,internet-egress,1381.89,62.18
2026-04-16,service-4,service-5,VPC-peering,397.8,3.98
2026-04-16,service-5,service-6,cross-AZ,2040.71,20.41
2026-04-16,service-6,service-7,cross-region,456.84,9.14
2026-04-16,service-7,service-8,internet-egress,1019.99,45.9
2026-04-16,service-8,service-9,VPC-peering,265.39,2.65
2026-04-17,service-1,service-2,cross-AZ,1359.02,13.59
2026-04-17,service-2,service-3,cross-region,1532.9,30.66
2026-04-17,service-3,service-4,internet-egress,1864.42,83.9
2026-04-17,service-4,service-5,VPC-peering,914.71,9.15
2026-04-17,service-5,service-6,cross-AZ,1517.28,15.17
2026-04-17,service-6,service-7,cross-region,1861.95,37.24
2026-04-17,service-7,service-8,internet-egress,1928.88,86.8
2026-04-17,service-8,service-9,VPC-peering,823.94,8.24
2026-04-17,service-9,service-10,cross-AZ,262.49,2.62
2026-04-17,service-10,service-11,cross-region,190.29,3.81
2026-04-17,service-11,service-12,internet-egress,1943.34,87.45
2026-04-17,service-12,service-1,VPC-peering,1025.05,10.25
2026-04-17,service-1,service-2,cross-AZ,421.46,4.21
2026-04-17,service-2,service-3,cross-region,542.77,10.86
2026-04-17,service-3,service-4,internet-egress,1938.76,87.24
2026-04-17,service-4,service-5,VPC-peering,1537.36,15.37
2026-04-17,service-5,service-6,cross-AZ,1303.37,13.03
2026-04-17,service-6,service-7,cross-region,1595.22,31.9
2026-04-17,service-7,service-8,internet-egress,430.0,19.35
2026-04-17,service-8,service-9,VPC-peering,865.7,8.66
2026-04-18,service-1,service-2,cross-AZ,997.75,9.98
2026-04-18,service-2,service-3,cross-region,854.79,17.1
2026-04-18,service-3,service-4,internet-egress,2174.6,97.86
2026-04-18,service-4,service-5,VPC-peering,1495.41,14.95
2026-04-18,service-5,service-6,cross-AZ,1850.37,18.5
2026-04-18,service-6,service-7,cross-region,668.09,13.36
2026-04-18,service-7,service-8,internet-egress,733.78,33.02
2026-04-18,service-8,service-9,VPC-peering,640.81,6.41
2026-04-18,service-9,service-10,cross-AZ,1751.15,17.51
2026-04-18,service-10,service-11,cross-region,937.7,18.75
2026-04-18,service-11,service-12,internet-egress,1072.2,48.25
2026-04-18,service-12,service-1,VPC-peering,1801.89,18.02
2026-04-18,service-1,service-2,cross-AZ,2432.32,24.32
2026-04-18,service-2,service-3,cross-region,488.5,9.77
2026-04-18,service-3,service-4,internet-egress,250.42,11.27
2026-04-18,service-4,service-5,VPC-peering,567.63,5.68
2026-04-18,service-5,service-6,cross-AZ,1863.91,18.64
2026-04-18,service-6,service-7,cross-region,567.11,11.34
2026-04-18,service-7,service-8,internet-egress,1502.45,67.61
2026-04-18,service-8,service-9,VPC-peering,1516.76,15.17
2026-04-19,service-1,service-2,cross-AZ,806.62,8.07
2026-04-19,service-2,service-3,cross-region,264.94,5.3
2026-04-19,service-3,service-4,internet-egress,1058.08,47.61
2026-04-19,service-4,service-5,VPC-peering,548.29,5.48
2026-04-19,service-5,service-6,cross-AZ,542.74,5.43
2026-04-19,service-6,service-7,cross-region,1354.21,27.08
2026-04-19,service-7,service-8,internet-egress,1715.49,77.2
2026-04-19,service-8,service-9,VPC-peering,281.0,2.81
2026-04-19,service-9,service-10,cross-AZ,1487.97,14.88
2026-04-19,service-10,service-11,cross-region,690.88,13.82
2026-04-19,service-11,service-12,internet-egress,1715.92,77.22
2026-04-19,service-12,service-1,VPC-peering,2044.52,20.45
2026-04-19,service-1,service-2,cross-AZ,2036.83,20.37
2026-04-19,service-2,service-3,cross-region,987.67,19.75
2026-04-19,service-3,service-4,internet-egress,1461.45,65.77
2026-04-19,service-4,service-5,VPC-peering,2004.87,20.05
2026-04-19,service-5,service-6,cross-AZ,245.94,2.46
2026-04-19,service-6,service-7,cross-region,1553.5,31.07
2026-04-19,service-7,service-8,internet-egress,2107.65,94.84
2026-04-19,service-8,service-9,VPC-peering,993.66,9.94
2026-04-20,service-1,service-2,cross-AZ,1192.98,11.93
2026-04-20,service-2,service-3,cross-region,1776.95,35.54
2026-04-20,service-3,service-4,internet-egress,262.92,11.83
2026-04-20,service-4,service-5,VPC-peering,1025.53,10.26
2026-04-20,service-5,service-6,cross-AZ,809.71,8.1
2026-04-20,service-6,service-7,cross-region,140.79,2.82
2026-04-20,service-7,service-8,internet-egress,570.33,25.67
2026-04-20,service-8,service-9,VPC-peering,1050.12,10.5
2026-04-20,service-9,service-10,cross-AZ,573.83,5.74
2026-04-20,service-10,service-11,cross-region,1545.76,30.92
2026-04-20,service-11,service-12,internet-egress,1176.77,52.95
2026-04-20,service-12,service-1,VPC-peering,194.76,1.95
2026-04-20,service-1,service-2,cross-AZ,760.1,7.6
2026-04-20,service-2,service-3,cross-region,146.74,2.93
2026-04-20,service-3,service-4,internet-egress,959.52,43.18
2026-04-20,service-4,service-5,VPC-peering,721.86,7.22
2026-04-20,service-5,service-6,cross-AZ,1751.65,17.52
2026-04-20,service-6,service-7,cross-region,837.78,16.76
2026-04-20,service-7,service-8,internet-egress,1000.38,45.02
2026-04-20,service-8,service-9,VPC-peering,1840.8,18.41
2026-04-21,service-1,service-2,cross-AZ,1254.2,12.54
2026-04-21,service-2,service-3,cross-region,1435.49,28.71
2026-04-21,service-3,service-4,internet-egress,2119.23,95.37
2026-04-21,service-4,service-5,VPC-peering,596.53,5.97
2026-04-21,service-5,service-6,cross-AZ,2474.05,24.74
2026-04-21,service-6,service-7,cross-region,2260.25,45.21
2026-04-21,service-7,service-8,internet-egress,787.73,35.45
2026-04-21,service-8,service-9,VPC-peering,2243.05,22.43
2026-04-21,service-9,service-10,cross-AZ,1909.49,19.09
2026-04-21,service-10,service-11,cross-region,2333.82,46.68
