resource_id,resource_type,required_tags,missing_tags,compliance_status
res-00684,SageMaker,"business_unit,product,environment,cost_centre,team,service",team,NON_COMPLIANT
res-00685,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00686,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00687,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00688,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00689,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00690,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00691,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00692,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00693,EKS,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-00694,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00695,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00696,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00697,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00698,RDS,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00699,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00700,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00701,EFS,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-00702,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00703,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00704,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00705,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00706,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00707,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00708,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00709,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00710,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00711,S3,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-00712,EBS,"business_unit,product,environment,cost_centre,team,service",product,NON_COMPLIANT
res-00713,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00714,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00715,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00716,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00717,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00718,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00719,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00720,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00721,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00722,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00723,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00724,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00725,EFS,"business_unit,product,environment,cost_centre,team,service","business_unit,team",NON_COMPLIANT
res-00726,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00727,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00728,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00729,EKS,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-00730,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00731,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00732,SageMaker,"business_unit,product,environment,cost_centre,team,service",product,NON_COMPLIANT
res-00733,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00734,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00735,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00736,EBS,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-00737,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00738,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00739,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00740,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00741,EKS,"business_unit,product,environment,cost_centre,team,service",product,NON_COMPLIANT
res-00742,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00743,CloudWatch,"business_unit,product,environment,cost_centre,team,service",cost_centre,NON_COMPLIANT
res-00744,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00745,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00746,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00747,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00748,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00749,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00750,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00751,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00752,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00753,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00754,SQS,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-00755,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00756,SageMaker,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00757,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00758,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00759,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00760,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00761,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00762,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00763,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00764,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00765,EKS,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-00766,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00767,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00768,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00769,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00770,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00771,S3,"business_unit,product,environment,cost_centre,team,service",product,NON_COMPLIANT
res-00772,EBS,"business_unit,product,environment,cost_centre,team,service",product,NON_COMPLIANT
res-00773,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00774,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00775,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00776,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00777,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00778,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00779,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00780,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00781,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00782,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00783,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00784,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00785,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00786,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00787,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00788,Lambda,"business_unit,product,environment,cost_centre,team,service",team,NON_COMPLIANT
res-00789,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00790,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00791,CloudWatch,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00792,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00793,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00794,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00795,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00796,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00797,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00798,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00799,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00800,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00801,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00802,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00803,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00804,SageMaker,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-00805,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00806,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00807,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00808,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00809,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00810,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00811,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00812,Lambda,"business_unit,product,environment,cost_centre,team,service","cost_centre,team",NON_COMPLIANT
res-00813,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00814,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00815,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00816,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00817,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00818,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00819,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00820,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00821,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00822,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00823,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00824,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00825,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00826,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00827,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00828,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00829,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00830,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00831,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00832,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00833,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00834,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00835,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00836,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00837,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00838,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00839,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00840,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00841,EC2,"business_unit,product,environment,cost_centre,team,service",cost_centre,NON_COMPLIANT
res-00842,RDS,"business_unit,product,environment,cost_centre,team,service",product,NON_COMPLIANT
res-00843,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00844,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00845,EFS,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00846,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00847,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00848,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00849,EKS,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00850,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00851,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00852,SageMaker,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-00853,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00854,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00855,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00856,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00857,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00858,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00859,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00860,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00861,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00862,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00863,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00864,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00865,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00866,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00867,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00868,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00869,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00870,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00871,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00872,Lambda,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00873,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00874,SQS,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-00875,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00876,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00877,EC2,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-00878,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00879,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00880,EBS,"business_unit,product,environment,cost_centre,team,service",team,NON_COMPLIANT
res-00881,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00882,ALB,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00883,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00884,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00885,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00886,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00887,CloudWatch,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00888,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00889,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00890,RDS,"business_unit,product,environment,cost_centre,team,service",product,NON_COMPLIANT
res-00891,S3,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-00892,EBS,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00893,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00894,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00895,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00896,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00897,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00898,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00899,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00900,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00901,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00902,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00903,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00904,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00905,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00906,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00907,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00908,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00909,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00910,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00911,CloudWatch,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-00912,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00913,EC2,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00914,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00915,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00916,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00917,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00918,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00919,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00920,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00921,EKS,"business_unit,product,environment,cost_centre,team,service",cost_centre,NON_COMPLIANT
res-00922,SQS,"business_unit,product,environment,cost_centre,team,service","environment,service",NON_COMPLIANT
res-00923,CloudWatch,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00924,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00925,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00926,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00927,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00928,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00929,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00930,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00931,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",team,NON_COMPLIANT
res-00932,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00933,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00934,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00935,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00936,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00937,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00938,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00939,S3,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-00940,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00941,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00942,ALB,"business_unit,product,environment,cost_centre,team,service","business_unit,environment",NON_COMPLIANT
res-00943,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00944,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00945,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00946,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00947,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00948,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00949,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00950,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00951,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00952,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00953,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00954,ALB,"business_unit,product,environment,cost_centre,team,service","cost_centre,team",NON_COMPLIANT
res-00955,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00956,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00957,EKS,"business_unit,product,environment,cost_centre,team,service",cost_centre,NON_COMPLIANT
res-00958,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00959,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00960,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00961,EC2,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-00962,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00963,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00964,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00965,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00966,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00967,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00968,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00969,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00970,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00971,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00972,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00973,EC2,"business_unit,product,environment,cost_centre,team,service",cost_centre,NON_COMPLIANT
res-00974,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00975,S3,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-00976,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00977,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00978,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00979,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",team,NON_COMPLIANT
res-00980,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00981,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00982,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00983,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00984,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00985,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00986,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00987,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00988,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00989,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00990,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00991,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00992,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00993,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00994,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00995,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00996,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00997,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00998,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-00999,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01000,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01001,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01002,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01003,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01004,Lambda,"business_unit,product,environment,cost_centre,team,service",cost_centre,NON_COMPLIANT
res-01005,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01006,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01007,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01008,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01009,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01010,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01011,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01012,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01013,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01014,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01015,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01016,Lambda,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-01017,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01018,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01019,CloudWatch,"business_unit,product,environment,cost_centre,team,service",cost_centre,NON_COMPLIANT
res-01020,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01021,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01022,RDS,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-01023,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01024,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01025,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01026,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
