instance_id,type,avg_cpu,max_cpu,avg_mem,hours_running,month,environment,team
i-0116,r5.xlarge,19.82,50.24,41.55,720,2026-03,sandbox,platform-infra
i-0116,r5.xlarge,19.09,44.77,30.43,720,2026-04,sandbox,platform-infra
i-0116,r5.xlarge,28.74,61.55,41.52,720,2026-05,sandbox,platform-infra
i-0116,r5.xlarge,22.26,52.99,27.9,720,2026-06,sandbox,platform-infra
i-0117,r5.2xlarge,21.85,71.42,54.39,720,2026-01,production,data-engineering
i-0117,r5.2xlarge,29.01,72.09,44.28,720,2026-02,production,data-engineering
i-0117,r5.2xlarge,18.56,74.89,27.97,720,2026-03,production,data-engineering
i-0117,r5.2xlarge,29.6,48.85,36.76,720,2026-04,production,data-engineering
i-0117,r5.2xlarge,28.98,55.28,32.52,720,2026-05,production,data-engineering
i-0117,r5.2xlarge,23.69,51.95,53.78,720,2026-06,production,data-engineering
i-0118,c5.xlarge,31.58,56.05,30.99,720,2026-01,staging,payments
i-0118,c5.xlarge,31.79,45.5,31.31,720,2026-02,staging,payments
i-0118,c5.xlarge,24.22,70.81,28.95,720,2026-03,staging,payments
i-0118,c5.xlarge,20.08,57.29,33.29,720,2026-04,staging,payments
i-0118,c5.xlarge,27.67,55.81,38.05,720,2026-05,staging,payments
i-0118,c5.xlarge,19.9,44.94,49.63,720,2026-06,staging,payments
i-0119,c5.2xlarge,33.06,48.21,28.4,720,2026-01,development,risk-engineering
i-0119,c5.2xlarge,18.91,61.29,46.46,720,2026-02,development,risk-engineering
i-0119,c5.2xlarge,24.34,63.79,46.39,720,2026-03,development,risk-engineering
i-0119,c5.2xlarge,33.9,42.27,30.77,720,2026-04,development,risk-engineering
i-0119,c5.2xlarge,19.16,70.38,48.78,720,2026-05,development,risk-engineering
i-0119,c5.2xlarge,27.77,42.93,33.2,720,2026-06,development,risk-engineering
i-0120,t3.large,23.06,59.63,32.74,720,2026-01,sandbox,product-engineering
i-0120,t3.large,19.24,65.58,33.97,720,2026-02,sandbox,product-engineering
i-0120,t3.large,25.69,44.47,49.08,720,2026-03,sandbox,product-engineering
i-0120,t3.large,27.61,71.56,39.86,720,2026-04,sandbox,product-engineering
i-0120,t3.large,34.0,71.22,42.29,720,2026-05,sandbox,product-engineering
i-0120,t3.large,33.88,51.31,35.97,720,2026-06,sandbox,product-engineering
i-0121,m5.xlarge,18.77,60.62,46.66,720,2026-01,production,lending-backend
i-0121,m5.xlarge,31.15,45.24,38.32,720,2026-02,production,lending-backend
i-0121,m5.xlarge,21.01,63.17,29.74,720,2026-03,production,lending-backend
i-0121,m5.xlarge,33.37,48.07,33.74,720,2026-04,production,lending-backend
i-0121,m5.xlarge,32.47,56.05,25.72,720,2026-05,production,lending-backend
i-0121,m5.xlarge,26.41,42.96,54.56,720,2026-06,production,lending-backend
i-0122,m5.large,28.0,48.98,41.91,720,2026-01,staging,platform-infra
i-0122,m5.large,19.31,68.0,52.76,720,2026-02,staging,platform-infra
i-0122,m5.large,32.87,51.96,34.77,720,2026-03,staging,platform-infra
i-0122,m5.large,18.6,62.8,41.05,720,2026-04,staging,platform-infra
i-0122,m5.large,25.81,71.77,30.04,720,2026-05,staging,platform-infra
i-0122,m5.large,18.16,42.57,31.7,720,2026-06,staging,platform-infra
i-0123,m5.2xlarge,18.57,57.6,34.42,720,2026-01,development,data-engineering
i-0123,m5.2xlarge,21.07,66.25,31.13,720,2026-02,development,data-engineering
i-0123,m5.2xlarge,29.69,52.22,40.35,720,2026-03,development,data-engineering
i-0123,m5.2xlarge,33.88,41.31,40.01,720,2026-04,development,data-engineering
i-0123,m5.2xlarge,32.53,60.58,33.31,720,2026-05,development,data-engineering
i-0123,m5.2xlarge,24.76,63.81,51.72,720,2026-06,development,data-engineering
i-0124,r5.xlarge,18.7,42.5,34.75,720,2026-01,sandbox,payments
i-0124,r5.xlarge,21.96,49.27,31.64,720,2026-02,sandbox,payments
i-0124,r5.xlarge,21.33,44.57,53.02,720,2026-03,sandbox,payments
i-0124,r5.xlarge,20.45,47.15,32.39,720,2026-04,sandbox,payments
i-0124,r5.xlarge,33.86,66.45,48.69,720,2026-05,sandbox,payments
i-0124,r5.xlarge,19.78,69.27,37.25,720,2026-06,sandbox,payments
i-0125,r5.2xlarge,22.47,60.15,49.67,720,2026-01,production,risk-engineering
i-0125,r5.2xlarge,31.24,71.15,52.84,720,2026-02,production,risk-engineering
i-0125,r5.2xlarge,22.05,54.84,25.44,720,2026-03,production,risk-engineering
i-0125,r5.2xlarge,32.95,45.41,50.84,720,2026-04,production,risk-engineering
i-0125,r5.2xlarge,23.6,52.88,26.17,720,2026-05,production,risk-engineering
i-0125,r5.2xlarge,23.56,71.09,25.77,720,2026-06,production,risk-engineering
i-0126,c5.xlarge,24.91,41.1,36.13,720,2026-01,staging,product-engineering
i-0126,c5.xlarge,20.93,48.83,51.33,720,2026-02,staging,product-engineering
i-0126,c5.xlarge,25.41,49.58,42.68,720,2026-03,staging,product-engineering
i-0126,c5.xlarge,20.42,49.08,41.39,720,2026-04,staging,product-engineering
i-0126,c5.xlarge,22.04,63.77,39.74,720,2026-05,staging,product-engineering
i-0126,c5.xlarge,31.12,73.19,28.47,720,2026-06,staging,product-engineering
i-0127,c5.2xlarge,23.69,51.18,29.54,720,2026-01,development,lending-backend
i-0127,c5.2xlarge,31.78,66.6,39.53,720,2026-02,development,lending-backend
i-0127,c5.2xlarge,27.14,42.08,41.67,720,2026-03,development,lending-backend
i-0127,c5.2xlarge,31.45,60.08,32.96,720,2026-04,development,lending-backend
i-0127,c5.2xlarge,29.35,52.65,41.35,720,2026-05,development,lending-backend
i-0127,c5.2xlarge,26.29,53.34,46.57,720,2026-06,development,lending-backend
i-0128,t3.large,33.03,40.18,53.01,720,2026-01,sandbox,platform-infra
i-0128,t3.large,26.7,64.53,50.67,720,2026-02,sandbox,platform-infra
i-0128,t3.large,25.94,69.22,30.33,720,2026-03,sandbox,platform-infra
i-0128,t3.large,20.71,63.01,51.1,720,2026-04,sandbox,platform-infra
i-0128,t3.large,33.17,62.53,40.76,720,2026-05,sandbox,platform-infra
i-0128,t3.large,23.63,74.3,34.59,720,2026-06,sandbox,platform-infra
i-0129,m5.xlarge,30.65,58.62,43.26,720,2026-01,production,data-engineering
i-0129,m5.xlarge,24.69,73.77,42.15,720,2026-02,production,data-engineering
i-0129,m5.xlarge,33.94,40.27,42.18,720,2026-03,production,data-engineering
i-0129,m5.xlarge,30.19,66.08,52.15,720,2026-04,production,data-engineering
i-0129,m5.xlarge,18.07,40.01,39.17,720,2026-05,production,data-engineering
i-0129,m5.xlarge,18.5,74.11,31.66,720,2026-06,production,data-engineering
i-0130,m5.large,26.04,42.14,40.66,720,2026-01,staging,payments
i-0130,m5.large,24.46,41.56,35.05,720,2026-02,staging,payments
i-0130,m5.large,24.65,74.65,31.24,720,2026-03,staging,payments
i-0130,m5.large,27.26,74.56,48.76,720,2026-04,staging,payments
i-0130,m5.large,34.89,73.89,39.69,720,2026-05,staging,payments
i-0130,m5.large,29.84,43.87,38.23,720,2026-06,staging,payments
i-0131,m5.2xlarge,31.75,57.69,46.08,720,2026-01,development,risk-engineering
i-0131,m5.2xlarge,30.68,48.87,51.27,720,2026-02,development,risk-engineering
i-0131,m5.2xlarge,25.82,47.36,50.96,720,2026-03,development,risk-engineering
i-0131,m5.2xlarge,25.1,66.26,41.44,720,2026-04,development,risk-engineering
i-0131,m5.2xlarge,24.49,68.35,42.53,720,2026-05,development,risk-engineering
i-0131,m5.2xlarge,24.64,43.84,51.86,720,2026-06,development,risk-engineering
i-0132,r5.xlarge,18.6,70.21,35.8,720,2026-01,sandbox,product-engineering
i-0132,r5.xlarge,28.87,72.28,29.55,720,2026-02,sandbox,product-engineering
i-0132,r5.xlarge,27.64,66.76,47.73,720,2026-03,sandbox,product-engineering
i-0132,r5.xlarge,26.94,61.87,47.73,720,2026-04,sandbox,product-engineering
i-0132,r5.xlarge,32.3,66.66,35.62,720,2026-05,sandbox,product-engineering
i-0132,r5.xlarge,34.94,55.21,25.73,720,2026-06,sandbox,product-engineering
i-0133,r5.2xlarge,24.16,44.47,28.64,720,2026-01,production,lending-backend
i-0133,r5.2xlarge,22.79,41.87,45.66,720,2026-02,production,lending-backend
i-0133,r5.2xlarge,19.26,47.12,27.79,720,2026-03,production,lending-backend
i-0133,r5.2xlarge,19.07,49.37,42.16,720,2026-04,production,lending-backend
i-0133,r5.2xlarge,34.4,70.64,51.28,720,2026-05,production,lending-backend
i-0133,r5.2xlarge,20.99,49.27,27.29,720,2026-06,production,lending-backend
i-0134,c5.xlarge,31.23,42.44,41.7,720,2026-01,staging,platform-infra
i-0134,c5.xlarge,22.21,48.52,54.72,720,2026-02,staging,platform-infra
i-0134,c5.xlarge,30.87,69.29,42.16,720,2026-03,staging,platform-infra
i-0134,c5.xlarge,32.81,62.59,53.39,720,2026-04,staging,platform-infra
i-0134,c5.xlarge,22.78,60.84,45.7,720,2026-05,staging,platform-infra
i-0134,c5.xlarge,24.68,70.79,54.39,720,2026-06,staging,platform-infra
i-0135,c5.2xlarge,26.39,53.67,39.16,720,2026-01,development,data-engineering
i-0135,c5.2xlarge,32.5,62.59,26.34,720,2026-02,development,data-engineering
i-0135,c5.2xlarge,27.22,40.61,48.36,720,2026-03,development,data-engineering
i-0135,c5.2xlarge,23.58,56.52,48.96,720,2026-04,development,data-engineering
i-0135,c5.2xlarge,18.79,45.55,36.94,720,2026-05,development,data-engineering
i-0135,c5.2xlarge,21.91,51.83,54.95,720,2026-06,development,data-engineering
i-0136,t3.large,32.03,70.94,53.11,720,2026-01,sandbox,payments
i-0136,t3.large,23.8,50.4,32.02,720,2026-02,sandbox,payments
i-0136,t3.large,32.11,63.78,32.09,720,2026-03,sandbox,payments
i-0136,t3.large,24.41,57.73,40.84,720,2026-04,sandbox,payments
i-0136,t3.large,33.11,53.32,52.26,720,2026-05,sandbox,payments
i-0136,t3.large,25.5,66.12,52.91,720,2026-06,sandbox,payments
i-0137,m5.xlarge,33.43,41.99,31.17,720,2026-01,production,risk-engineering
i-0137,m5.xlarge,26.11,55.1,44.23,720,2026-02,production,risk-engineering
i-0137,m5.xlarge,34.06,43.93,38.56,720,2026-03,production,risk-engineering
i-0137,m5.xlarge,21.27,71.29,53.94,720,2026-04,production,risk-engineering
i-0137,m5.xlarge,26.14,43.64,48.56,720,2026-05,production,risk-engineering
i-0137,m5.xlarge,29.85,52.41,51.62,720,2026-06,production,risk-engineering
i-0138,m5.large,34.59,59.52,41.97,720,2026-01,staging,product-engineering
i-0138,m5.large,23.06,60.46,38.19,720,2026-02,staging,product-engineering
i-0138,m5.large,23.14,42.35,32.58,720,2026-03,staging,product-engineering
i-0138,m5.large,21.36,58.97,43.05,720,2026-04,staging,product-engineering
i-0138,m5.large,28.35,53.59,37.64,720,2026-05,staging,product-engineering
i-0138,m5.large,32.18,56.67,54.63,720,2026-06,staging,product-engineering
i-0139,m5.2xlarge,25.47,62.74,26.51,720,2026-01,development,lending-backend
i-0139,m5.2xlarge,29.11,69.8,53.27,720,2026-02,development,lending-backend
i-0139,m5.2xlarge,34.95,49.88,42.26,720,2026-03,development,lending-backend
i-0139,m5.2xlarge,25.66,59.73,29.72,720,2026-04,development,lending-backend
i-0139,m5.2xlarge,32.55,71.83,38.49,720,2026-05,development,lending-backend
i-0139,m5.2xlarge,22.77,44.93,45.51,720,2026-06,development,lending-backend
i-0140,r5.xlarge,23.31,71.83,45.13,720,2026-01,sandbox,platform-infra
i-0140,r5.xlarge,28.98,59.58,26.37,720,2026-02,sandbox,platform-infra
i-0140,r5.xlarge,33.84,61.98,54.82,720,2026-03,sandbox,platform-infra
i-0140,r5.xlarge,27.14,64.85,26.69,720,2026-04,sandbox,platform-infra
i-0140,r5.xlarge,28.74,66.76,48.36,720,2026-05,sandbox,platform-infra
i-0140,r5.xlarge,31.09,47.92,54.26,720,2026-06,sandbox,platform-infra
i-0141,r5.2xlarge,34.92,42.65,53.09,720,2026-01,production,data-engineering
i-0141,r5.2xlarge,22.92,64.12,35.14,720,2026-02,production,data-engineering
i-0141,r5.2xlarge,34.45,43.55,39.93,720,2026-03,production,data-engineering
i-0141,r5.2xlarge,25.28,51.41,44.37,720,2026-04,production,data-engineering
i-0141,r5.2xlarge,20.23,65.08,54.42,720,2026-05,production,data-engineering
i-0141,r5.2xlarge,31.68,70.1,35.79,720,2026-06,production,data-engineering
i-0142,c5.xlarge,23.52,58.1,26.37,720,2026-01,staging,payments
i-0142,c5.xlarge,34.07,45.03,52.09,720,2026-02,staging,payments
i-0142,c5.xlarge,19.42,68.79,29.56,720,2026-03,staging,payments
i-0142,c5.xlarge,18.65,65.18,33.41,720,2026-04,staging,payments
i-0142,c5.xlarge,30.15,59.43,28.26,720,2026-05,staging,payments
i-0142,c5.xlarge,33.85,55.83,47.03,720,2026-06,staging,payments
i-0143,c5.2xlarge,26.52,61.15,34.08,720,2026-01,development,risk-engineering
i-0143,c5.2xlarge,21.41,58.99,38.21,720,2026-02,development,risk-engineering
i-0143,c5.2xlarge,24.63,63.54,45.72,720,2026-03,development,risk-engineering
i-0143,c5.2xlarge,18.78,51.86,37.35,720,2026-04,development,risk-engineering
i-0143,c5.2xlarge,19.65,48.26,26.55,720,2026-05,development,risk-engineering
i-0143,c5.2xlarge,34.94,65.78,27.62,720,2026-06,development,risk-engineering
i-0144,t3.large,18.34,65.18,38.18,720,2026-01,sandbox,product-engineering
i-0144,t3.large,31.38,72.32,42.98,720,2026-02,sandbox,product-engineering
i-0144,t3.large,21.18,67.38,53.67,720,2026-03,sandbox,product-engineering
i-0144,t3.large,27.86,63.87,35.12,720,2026-04,sandbox,product-engineering
i-0144,t3.large,24.49,65.71,52.83,720,2026-05,sandbox,product-engineering
i-0144,t3.large,28.69,67.64,30.15,720,2026-06,sandbox,product-engineering
i-0145,m5.xlarge,21.6,58.62,30.3,720,2026-01,production,lending-backend
i-0145,m5.xlarge,28.79,50.21,48.75,720,2026-02,production,lending-backend
i-0145,m5.xlarge,31.74,56.23,30.42,720,2026-03,production,lending-backend
i-0145,m5.xlarge,29.0,74.75,43.68,720,2026-04,production,lending-backend
i-0145,m5.xlarge,18.61,40.61,34.61,720,2026-05,production,lending-backend
i-0145,m5.xlarge,21.33,68.46,50.34,720,2026-06,production,lending-backend
i-0146,m5.large,22.4,51.4,32.09,720,2026-01,staging,platform-infra
i-0146,m5.large,33.44,57.59,44.68,720,2026-02,staging,platform-infra
i-0146,m5.large,25.06,62.09,36.58,720,2026-03,staging,platform-infra
i-0146,m5.large,23.77,62.21,42.73,720,2026-04,staging,platform-infra
i-0146,m5.large,22.99,45.23,36.06,720,2026-05,staging,platform-infra
i-0146,m5.large,25.06,62.0,52.44,720,2026-06,staging,platform-infra
i-0147,m5.2xlarge,18.62,48.53,30.81,720,2026-01,development,data-engineering
i-0147,m5.2xlarge,26.54,55.04,46.87,720,2026-02,development,data-engineering
i-0147,m5.2xlarge,22.12,60.81,51.52,720,2026-03,development,data-engineering
i-0147,m5.2xlarge,33.48,73.56,48.2,720,2026-04,development,data-engineering
i-0147,m5.2xlarge,33.4,48.21,30.93,720,2026-05,development,data-engineering
i-0147,m5.2xlarge,18.11,64.74,53.12,720,2026-06,development,data-engineering
i-0148,r5.xlarge,21.18,62.29,47.39,720,2026-01,sandbox,payments
i-0148,r5.xlarge,33.77,62.64,54.11,720,2026-02,sandbox,payments
i-0148,r5.xlarge,23.86,52.25,41.29,720,2026-03,sandbox,payments
i-0148,r5.xlarge,24.52,40.05,46.95,720,2026-04,sandbox,payments
i-0148,r5.xlarge,30.78,66.14,35.35,720,2026-05,sandbox,payments
i-0148,r5.xlarge,26.88,52.6,25.48,720,2026-06,sandbox,payments
i-0149,r5.2xlarge,27.56,44.33,27.4,720,2026-01,production,risk-engineering
i-0149,r5.2xlarge,30.84,40.33,53.77,720,2026-02,production,risk-engineering
i-0149,r5.2xlarge,26.76,74.41,26.74,720,2026-03,production,risk-engineering
i-0149,r5.2xlarge,27.92,52.23,50.3,720,2026-04,production,risk-engineering
i-0149,r5.2xlarge,24.14,49.12,50.73,720,2026-05,production,risk-engineering
i-0149,r5.2xlarge,24.37,40.59,36.71,720,2026-06,production,risk-engineering
i-0150,c5.xlarge,29.13,48.9,37.96,720,2026-01,staging,product-engineering
i-0150,c5.xlarge,18.96,60.58,47.69,720,2026-02,staging,product-engineering
i-0150,c5.xlarge,25.03,54.71,27.65,720,2026-03,staging,product-engineering
i-0150,c5.xlarge,21.43,45.41,39.45,720,2026-04,staging,product-engineering
i-0150,c5.xlarge,27.0,73.21,27.2,720,2026-05,staging,product-engineering
i-0150,c5.xlarge,28.2,58.43,40.49,720,2026-06,staging,product-engineering
i-0151,c5.2xlarge,32.84,47.19,26.22,720,2026-01,development,lending-backend
i-0151,c5.2xlarge,29.43,52.08,25.53,720,2026-02,development,lending-backend
i-0151,c5.2xlarge,22.27,50.83,43.51,720,2026-03,development,lending-backend
i-0151,c5.2xlarge,20.93,54.46,39.47,720,2026-04,development,lending-backend
i-0151,c5.2xlarge,25.81,74.09,26.37,720,2026-05,development,lending-backend
i-0151,c5.2xlarge,34.17,60.37,48.87,720,2026-06,development,lending-backend
i-0152,t3.large,25.32,55.88,51.38,720,2026-01,sandbox,platform-infra
i-0152,t3.large,33.23,48.35,30.98,720,2026-02,sandbox,platform-infra
i-0152,t3.large,26.44,71.51,34.67,720,2026-03,sandbox,platform-infra
i-0152,t3.large,29.08,64.79,48.36,720,2026-04,sandbox,platform-infra
i-0152,t3.large,27.59,54.09,54.01,720,2026-05,sandbox,platform-infra
i-0152,t3.large,28.39,65.5,35.35,720,2026-06,sandbox,platform-infra
i-0153,m5.xlarge,29.39,49.02,32.35,720,2026-01,production,data-engineering
i-0153,m5.xlarge,30.15,58.25,45.5,720,2026-02,production,data-engineering
i-0153,m5.xlarge,22.58,60.96,38.32,720,2026-03,production,data-engineering
i-0153,m5.xlarge,28.15,50.18,46.46,720,2026-04,production,data-engineering
i-0153,m5.xlarge,31.7,49.1,34.02,720,2026-05,production,data-engineering
i-0153,m5.xlarge,29.24,64.35,46.12,720,2026-06,production,data-engineering
i-0154,m5.large,29.61,53.75,36.85,720,2026-01,staging,payments
i-0154,m5.large,22.33,45.49,45.78,720,2026-02,staging,payments
i-0154,m5.large,19.58,72.82,49.8,720,2026-03,staging,payments
i-0154,m5.large,32.58,71.73,37.26,720,2026-04,staging,payments
i-0154,m5.large,32.39,45.53,25.65,720,2026-05,staging,payments
i-0154,m5.large,31.34,42.62,54.66,720,2026-06,staging,payments
i-0155,m5.2xlarge,29.47,66.37,32.37,720,2026-01,development,risk-engineering
i-0155,m5.2xlarge,29.46,41.51,50.13,720,2026-02,development,risk-engineering
i-0155,m5.2xlarge,20.88,64.41,31.73,720,2026-03,development,risk-engineering
i-0155,m5.2xlarge,19.16,56.85,30.08,720,2026-04,development,risk-engineering
i-0155,m5.2xlarge,30.4,48.31,35.27,720,2026-05,development,risk-engineering
i-0155,m5.2xlarge,27.65,49.97,36.34,720,2026-06,development,risk-engineering
i-0156,r5.xlarge,31.87,46.27,27.47,720,2026-01,sandbox,product-engineering
i-0156,r5.xlarge,23.58,54.85,41.28,720,2026-02,sandbox,product-engineering
i-0156,r5.xlarge,24.33,67.65,26.18,720,2026-03,sandbox,product-engineering
i-0156,r5.xlarge,25.34,53.38,44.43,720,2026-04,sandbox,product-engineering
i-0156,r5.xlarge,34.43,57.86,54.61,720,2026-05,sandbox,product-engineering
i-0156,r5.xlarge,23.14,41.08,29.97,720,2026-06,sandbox,product-engineering
i-0157,r5.2xlarge,24.72,51.07,27.91,720,2026-01,production,lending-backend
i-0157,r5.2xlarge,25.36,51.83,28.68,720,2026-02,production,lending-backend
i-0157,r5.2xlarge,23.03,71.03,34.06,720,2026-03,production,lending-backend
i-0157,r5.2xlarge,30.14,61.42,37.82,720,2026-04,production,lending-backend
i-0157,r5.2xlarge,22.06,52.92,42.76,720,2026-05,production,lending-backend
i-0157,r5.2xlarge,23.96,47.52,28.49,720,2026-06,production,lending-backend
i-0158,c5.xlarge,32.96,55.41,43.76,720,2026-01,staging,platform-infra
i-0158,c5.xlarge,26.34,70.54,41.41,720,2026-02,staging,platform-infra
i-0158,c5.xlarge,26.17,72.36,46.59,720,2026-03,staging,platform-infra
i-0158,c5.xlarge,19.9,46.22,48.61,720,2026-04,staging,platform-infra
i-0158,c5.xlarge,32.21,59.08,41.63,720,2026-05,staging,platform-infra
i-0158,c5.xlarge,28.74,55.37,45.41,720,2026-06,staging,platform-infra
i-0159,c5.2xlarge,19.84,73.64,47.5,720,2026-01,development,data-engineering
i-0159,c5.2xlarge,28.73,51.07,29.83,720,2026-02,development,data-engineering
i-0159,c5.2xlarge,24.96,63.16,44.01,720,2026-03,development,data-engineering
i-0159,c5.2xlarge,24.5,61.47,49.41,720,2026-04,development,data-engineering
i-0159,c5.2xlarge,18.45,55.77,47.76,720,2026-05,development,data-engineering
i-0159,c5.2xlarge,27.28,62.8,40.5,720,2026-06,development,data-engineering
i-0160,t3.large,34.86,41.91,39.73,720,2026-01,sandbox,payments
i-0160,t3.large,19.55,45.59,36.49,720,2026-02,sandbox,payments
i-0160,t3.large,20.64,73.73,53.4,720,2026-03,sandbox,payments
i-0160,t3.large,23.71,62.39,41.01,720,2026-04,sandbox,payments
i-0160,t3.large,31.86,61.96,25.01,720,2026-05,sandbox,payments
i-0160,t3.large,30.97,66.14,40.29,720,2026-06,sandbox,payments
i-0161,m5.xlarge,33.35,71.8,40.72,720,2026-01,production,risk-engineering
i-0161,m5.xlarge,28.34,74.88,33.96,720,2026-02,production,risk-engineering
i-0161,m5.xlarge,23.52,46.4,51.88,720,2026-03,production,risk-engineering
i-0161,m5.xlarge,30.66,43.7,54.45,720,2026-04,production,risk-engineering
i-0161,m5.xlarge,30.43,69.77,26.44,720,2026-05,production,risk-engineering
i-0161,m5.xlarge,26.58,64.45,41.29,720,2026-06,production,risk-engineering
i-0162,m5.large,29.33,68.63,36.23,720,2026-01,staging,product-engineering
i-0162,m5.large,32.43,45.7,33.13,720,2026-02,staging,product-engineering
i-0162,m5.large,18.74,52.75,36.4,720,2026-03,staging,product-engineering
i-0162,m5.large,31.69,62.86,38.1,720,2026-04,staging,product-engineering
i-0162,m5.large,29.09,41.85,30.41,720,2026-05,staging,product-engineering
i-0162,m5.large,28.66,62.45,48.22,720,2026-06,staging,product-engineering
i-0163,m5.2xlarge,24.85,65.29,45.52,720,2026-01,development,lending-backend
i-0163,m5.2xlarge,34.38,47.53,41.55,720,2026-02,development,lending-backend
i-0163,m5.2xlarge,28.23,74.95,31.04,720,2026-03,development,lending-backend
i-0163,m5.2xlarge,26.89,52.12,40.78,720,2026-04,development,lending-backend
i-0163,m5.2xlarge,21.95,41.67,42.18,720,2026-05,development,lending-backend
i-0163,m5.2xlarge,23.71,46.37,34.72,720,2026-06,development,lending-backend
i-0164,r5.xlarge,18.84,73.27,42.43,720,2026-01,sandbox,platform-infra
i-0164,r5.xlarge,31.85,54.81,52.1,720,2026-02,sandbox,platform-infra
i-0164,r5.xlarge,26.22,60.09,39.75,720,2026-03,sandbox,platform-infra
i-0164,r5.xlarge,30.47,59.83,33.15,720,2026-04,sandbox,platform-infra
i-0164,r5.xlarge,20.47,61.21,39.68,720,2026-05,sandbox,platform-infra
i-0164,r5.xlarge,19.63,53.85,40.44,720,2026-06,sandbox,platform-infra
i-0165,r5.2xlarge,32.06,42.66,35.45,720,2026-01,production,data-engineering
i-0165,r5.2xlarge,31.99,62.69,33.7,720,2026-02,production,data-engineering
i-0165,r5.2xlarge,32.37,57.27,39.95,720,2026-03,production,data-engineering
i-0165,r5.2xlarge,34.6,73.15,35.76,720,2026-04,production,data-engineering
i-0165,r5.2xlarge,20.39,51.4,25.91,720,2026-05,production,data-engineering
i-0165,r5.2xlarge,18.35,53.84,53.23,720,2026-06,production,data-engineering
i-0166,c5.xlarge,32.81,57.9,41.96,720,2026-01,staging,payments
i-0166,c5.xlarge,18.1,47.54,25.74,720,2026-02,staging,payments
i-0166,c5.xlarge,30.83,45.1,51.07,720,2026-03,staging,payments
i-0166,c5.xlarge,28.94,48.03,29.73,720,2026-04,staging,payments
i-0166,c5.xlarge,28.67,71.53,46.55,720,2026-05,staging,payments
i-0166,c5.xlarge,23.93,60.56,34.32,720,2026-06,staging,payments
i-0167,c5.2xlarge,34.99,66.21,43.43,720,2026-01,development,risk-engineering
i-0167,c5.2xlarge,25.2,61.64,35.25,720,2026-02,development,risk-engineering
i-0167,c5.2xlarge,18.49,53.83,52.91,720,2026-03,development,risk-engineering
i-0167,c5.2xlarge,28.65,42.94,51.55,720,2026-04,development,risk-engineering
i-0167,c5.2xlarge,22.57,48.53,33.91,720,2026-05,development,risk-engineering
i-0167,c5.2xlarge,27.81,59.06,39.74,720,2026-06,development,risk-engineering
i-0168,t3.large,30.2,51.08,48.46,720,2026-01,sandbox,product-engineering
i-0168,t3.large,20.98,67.39,44.91,720,2026-02,sandbox,product-engineering
i-0168,t3.large,29.61,56.85,45.01,720,2026-03,sandbox,product-engineering
i-0168,t3.large,19.36,69.8,26.67,720,2026-04,sandbox,product-engineering
i-0168,t3.large,20.53,60.19,47.18,720,2026-05,sandbox,product-engineering
i-0168,t3.large,19.3,72.23,54.21,720,2026-06,sandbox,product-engineering
i-0169,m5.xlarge,28.3,56.84,47.24,720,2026-01,production,lending-backend
i-0169,m5.xlarge,23.58,57.26,52.48,720,2026-02,production,lending-backend
i-0169,m5.xlarge,34.25,72.45,32.87,720,2026-03,production,lending-backend
i-0169,m5.xlarge,21.95,50.42,38.24,720,2026-04,production,lending-backend
i-0169,m5.xlarge,23.34,53.1,43.62,720,2026-05,production,lending-backend
i-0169,m5.xlarge,30.96,65.74,49.43,720,2026-06,production,lending-backend
i-0170,m5.large,18.55,41.67,48.68,720,2026-01,staging,platform-infra
i-0170,m5.large,27.06,60.23,26.58,720,2026-02,staging,platform-infra
i-0170,m5.large,22.34,62.34,50.78,720,2026-03,staging,platform-infra
i-0170,m5.large,33.59,57.51,41.36,720,2026-04,staging,platform-infra
i-0170,m5.large,32.16,58.82,40.51,720,2026-05,staging,platform-infra
i-0170,m5.large,33.39,67.65,52.27,720,2026-06,staging,platform-infra
i-0171,m5.2xlarge,43.73,80.73,73.7,720,2026-01,development,data-engineering
i-0171,m5.2xlarge,39.45,88.84,47.32,720,2026-02,development,data-engineering
i-0171,m5.2xlarge,67.32,83.36,47.73,720,2026-03,development,data-engineering
i-0171,m5.2xlarge,53.93,85.46,65.35,720,2026-04,development,data-engineering
i-0171,m5.2xlarge,52.09,91.98,60.77,720,2026-05,development,data-engineering
i-0171,m5.2xlarge,55.23,66.87,76.88,720,2026-06,development,data-engineering
i-0172,r5.xlarge,42.08,80.85,72.14,720,2026-01,sandbox,payments
i-0172,r5.xlarge,43.62,80.82,49.63,720,2026-02,sandbox,payments
i-0172,r5.xlarge,65.39,81.93,74.24,720,2026-03,sandbox,payments
i-0172,r5.xlarge,70.78,84.46,69.02,720,2026-04,sandbox,payments
i-0172,r5.xlarge,56.97,76.53,65.92,720,2026-05,sandbox,payments
i-0172,r5.xlarge,71.33,77.5,52.58,720,2026-06,sandbox,payments
i-0173,r5.2xlarge,50.54,78.06,42.94,720,2026-01,production,risk-engineering
i-0173,r5.2xlarge,54.94,79.83,63.54,720,2026-02,production,risk-engineering
i-0173,r5.2xlarge,49.51,83.39,75.13,720,2026-03,production,risk-engineering
i-0173,r5.2xlarge,73.22,82.51,41.7,720,2026-04,production,risk-engineering
i-0173,r5.2xlarge,73.77,86.18,53.44,720,2026-05,production,risk-engineering
i-0173,r5.2xlarge,40.89,69.3,46.71,720,2026-06,production,risk-engineering
